Name,Image-path,Result
C:/users/thomas/documents/thesis/image analysis/positive/univarsolutions,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/univarsolutions.png,False
C:/users/thomas/documents/thesis/image analysis/positive/unum,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/unum.png,False
C:/users/thomas/documents/thesis/image analysis/positive/us,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/us.png,False
C:/users/thomas/documents/thesis/image analysis/positive/viatris,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/viatris.png,True
C:/users/thomas/documents/thesis/image analysis/positive/visa,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/visa.png,False
C:/users/thomas/documents/thesis/image analysis/positive/vrtx,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/vrtx.png,False
C:/users/thomas/documents/thesis/image analysis/positive/wabteccorp,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/wabteccorp.png,False
C:/users/thomas/documents/thesis/image analysis/positive/walgreensbootsalliance,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/walgreensbootsalliance.png,False
C:/users/thomas/documents/thesis/image analysis/positive/watsco,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/watsco.png,True
C:/users/thomas/documents/thesis/image analysis/positive/wellsfargo,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/wellsfargo.png,False
C:/users/thomas/documents/thesis/image analysis/positive/westerndigital,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/westerndigital.png,False
C:/users/thomas/documents/thesis/image analysis/positive/westernsouthern,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/westernsouthern.png,False
C:/users/thomas/documents/thesis/image analysis/positive/westrock,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/westrock.png,True
C:/users/thomas/documents/thesis/image analysis/positive/williamsf1,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/williamsf1.png,True
C:/users/thomas/documents/thesis/image analysis/positive/world-kinect,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/world-kinect.png,False
C:/users/thomas/documents/thesis/image analysis/positive/xpo,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/xpo.png,True
C:/users/thomas/documents/thesis/image analysis/positive/zoetis,C:/Users/Thomas/Documents/Thesis/Image analysis/positive/zoetis.png,True
